"Town/County","FIPS","Year","Price Range","Measure Type","Variable","Value"
"Tolland County","9013",2011,"Less than $100,000","Number","Number of Home Sales",16
"Tolland County","9013",2011,"$100,000 to $199,999","Number","Number of Home Sales",114
"Tolland County","9013",2011,"$200,000 to $299,999","Number","Number of Home Sales",213
"Tolland County","9013",2011,"$300,000 to $399,999","Number","Number of Home Sales",81
"Tolland County","9013",2011,"$400,000 and Over","Number","Number of Home Sales",56
"Tolland County","9013",2012,"Less than $100,000","Number","Number of Home Sales",40
"Tolland County","9013",2012,"$100,000 to $199,999","Number","Number of Home Sales",291
"Tolland County","9013",2012,"$200,000 to $299,999","Number","Number of Home Sales",382
"Tolland County","9013",2012,"$300,000 to $399,999","Number","Number of Home Sales",183
"Tolland County","9013",2012,"$400,000 and Over","Number","Number of Home Sales",75
"Tolland County","9013",2013,"Less than $100,000","Number","Number of Home Sales",200
"Tolland County","9013",2013,"$100,000 to $199,999","Number","Number of Home Sales",453
"Tolland County","9013",2013,"$200,000 to $299,999","Number","Number of Home Sales",463
"Tolland County","9013",2013,"$300,000 to $399,999","Number","Number of Home Sales",173
"Tolland County","9013",2013,"$400,000 and Over","Number","Number of Home Sales",131
"Windham County","9015",2011,"Less than $100,000","Number","Number of Home Sales",52
"Windham County","9015",2011,"$100,000 to $199,999","Number","Number of Home Sales",285
"Windham County","9015",2011,"$200,000 to $299,999","Number","Number of Home Sales",105
"Windham County","9015",2011,"$300,000 to $399,999","Number","Number of Home Sales",21
"Windham County","9015",2011,"$400,000 and Over","Number","Number of Home Sales",5
"Windham County","9015",2012,"Less than $100,000","Number","Number of Home Sales",68
"Windham County","9015",2012,"$100,000 to $199,999","Number","Number of Home Sales",252
"Windham County","9015",2012,"$200,000 to $299,999","Number","Number of Home Sales",151
"Windham County","9015",2012,"$300,000 to $399,999","Number","Number of Home Sales",36
"Windham County","9015",2012,"$400,000 and Over","Number","Number of Home Sales",17
"Windham County","9015",2013,"Less than $100,000","Number","Number of Home Sales",153
"Windham County","9015",2013,"$100,000 to $199,999","Number","Number of Home Sales",352
"Windham County","9015",2013,"$200,000 to $299,999","Number","Number of Home Sales",200
"Windham County","9015",2013,"$300,000 to $399,999","Number","Number of Home Sales",49
"Windham County","9015",2013,"$400,000 and Over","Number","Number of Home Sales",20
